region,lat,lon,tile_basename,hand_lambda_m,chosen_lambda_m,chosen_crest_az_deg,chosen_prom_frac,chosen_rel_power,within_tol,confidence,pct_diff_from_hand,n_candidates,all_candidates
WesternSahara,17.5,-13.75,WesternSahara_lat17p50_lon-13p75,1400.0,1428.4,248.8,0.469,0.462,True,high,2.0,18,166@241(p0.71);210@239(p0.16);564@241(p0.51);754@181(p0.39);847@171(p0.44);1068@249(p0.50);1272@239(p0.28);1428@249(p0.47);2024@241(p1.00);2409@239(p0.27);2868@246(p0.62);3221@249(p0.17);4307@231(p0.83);4838@239(p1.00);5434@231(p0.21);6103@241(p1.00);7700@236(p1.00);8648@161(p1.00)
WesternSahara,17.5,-13.5,WesternSahara_lat17p50_lon-13p50,1400.0,1199.9,138.8,0.628,0.649,True,high,14.3,18,148@246(p1.00);166@241(p0.24);250@244(p0.28);298@244(p0.20);334@234(p0.22);474@234(p0.44);532@234(p0.15);671@224(p0.21);754@236(p0.58);1200@139(p0.63);1700@174(p0.69);2145@104(p0.59);2868@91(p0.68);4064@244(p0.81);4838@121(p1.00);6103@244(p1.00);7700@236(p1.00);8648@251(p1.00)
WesternSahara,17.5,-11.25,WesternSahara_lat17p50_lon-11p25,2000.0,1700.3,231.2,0.639,0.714,True,high,15.0,14,93@244(p1.00);265@236(p0.23);375@224(p0.19);564@144(p0.40);799@166(p0.62);1348@131(p0.59);1700@231(p0.64);2868@236(p0.70);3221@234(p0.76);4064@244(p0.77);4838@239(p1.00);6103@154(p1.00);7700@236(p1.00);8648@251(p1.00)
WesternSahara,17.5,-11.0,WesternSahara_lat17p50_lon-11p00,2000.0,1909.8,156.2,1.0,1.0,True,high,4.5,17,39@251(p0.22);176@241(p0.18);375@219(p0.32);447@214(p0.55);633@154(p0.59);754@146(p0.20);1008@156(p0.46);1200@119(p0.26);1700@176(p0.20);1910@156(p1.00);2706@156(p0.71);3618@164(p0.50);4307@189(p0.97);5127@159(p1.00);6103@206(p1.00);7700@214(p1.00);8648@161(p1.00)
WesternSahara,17.5,-9.75,WesternSahara_lat17p50_lon-09p75,1400.0,1132.2,181.2,1.0,1.0,True,high,19.1,17,375@181(p0.31);447@181(p0.17);564@181(p0.26);633@181(p0.27);897@181(p0.44);1008@181(p0.44);1132@181(p1.00);2024@181(p0.30);2273@181(p1.00);2706@181(p1.00);3040@181(p0.53);3414@181(p0.53);3835@181(p1.00);4565@181(p1.00);5434@181(p1.00);6855@181(p1.00);8648@181(p1.00)
WesternSahara,17.5,-9.5,WesternSahara_lat17p50_lon-09p50,1200.0,1068.3,261.2,0.527,0.459,True,high,11.0,18,148@241(p0.17);187@219(p1.00);398@99(p0.41);532@251(p0.45);711@249(p0.36);897@261(p0.52);1068@261(p0.53);1348@264(p0.79);1604@239(p0.20);2024@256(p0.67);2273@256(p0.17);2706@101(p0.21);3040@104(p0.64);3618@246(p0.94);5127@246(p1.00);6103@119(p1.00);6855@104(p1.00);8648@161(p1.00)
WesternSahara,17.5,-9.25,WesternSahara_lat17p50_lon-09p25,1000.0,897.4,246.2,0.203,0.476,True,high,10.3,16,187@226(p0.63);265@244(p0.15);447@256(p0.44);564@244(p0.24);711@246(p0.42);897@246(p0.20);1132@236(p0.16);1272@259(p0.98);1700@266(p0.54);2024@94(p0.39);2409@239(p0.70);3221@214(p0.89);4565@121(p0.52);5127@246(p1.00);6103@241(p1.00);7700@236(p1.00)
WesternSahara,17.5,-8.5,WesternSahara_lat17p50_lon-08p50,1300.0,1428.4,91.2,0.568,0.814,True,high,9.9,20,176@231(p0.99);250@234(p0.17);334@241(p0.24);422@241(p0.22);502@91(p0.28);633@254(p0.38);711@246(p0.59);799@241(p0.23);951@214(p0.43);1068@254(p0.25);1428@91(p0.57);1910@244(p0.67);2409@239(p0.38);2868@246(p0.72);3835@106(p0.76);4307@216(p0.91);5127@191(p1.00);6103@206(p1.00);7700@124(p1.00);8648@161(p1.00)
WesternSahara,17.5,-8.25,WesternSahara_lat17p50_lon-08p25,1500.0,1604.3,118.8,0.69,0.766,True,high,7.0,18,187@249(p0.51);334@261(p0.25);398@256(p0.29);474@251(p0.23);564@256(p0.74);754@104(p0.50);1008@254(p1.00);1132@266(p0.27);1604@119(p0.69);2024@94(p0.27);2553@164(p0.33);2868@174(p0.70);3414@239(p0.99);3835@261(p0.47);4565@91(p1.00);5434@259(p1.00);6855@91(p1.00);8648@109(p1.00)
WesternSahara,17.5,-7.5,WesternSahara_lat17p50_lon-07p50,400.0,354.3,256.2,0.224,0.436,True,high,11.4,21,83@261(p0.43);166@244(p0.25);265@244(p0.29);354@256(p0.22);474@251(p0.18);532@246(p0.51);711@246(p0.59);897@261(p0.81);1200@241(p0.35);1514@246(p0.76);1910@91(p0.16);2145@246(p1.00);2409@249(p0.49);3414@256(p0.37);3835@254(p0.94);4307@251(p0.64);5127@246(p1.00);6103@244(p1.00);6855@256(p1.00);7700@236(p1.00);8648@251(p1.00)
WesternSahara,17.5,-5.0,WesternSahara_lat17p50_lon-05p00,400.0,354.3,261.2,0.414,0.4,True,high,11.4,17,99@254(p1.00);250@256(p0.17);354@261(p0.41);502@244(p0.36);633@256(p0.37);711@249(p0.49);951@244(p0.69);1272@221(p0.32);2024@251(p0.65);2553@196(p0.81);3040@256(p0.19);3414@219(p0.25);4064@206(p0.59);5434@169(p1.00);6103@206(p1.00);6855@181(p1.00);8648@199(p1.00)
WesternSahara,17.5,-4.5,WesternSahara_lat17p50_lon-04p50,500.0,532.0,258.8,0.417,0.6,True,high,6.4,19,117@259(p1.00);298@254(p0.23);354@249(p0.35);422@256(p0.19);532@259(p0.42);598@249(p0.22);711@254(p0.66);951@254(p0.38);1200@114(p0.37);1604@256(p0.27);1910@244(p0.27);2145@236(p0.70);2553@264(p0.22);3414@219(p0.34);3835@214(p0.90);4307@219(p1.00);5127@169(p1.00);6855@91(p1.00);8648@251(p1.00)
WesternSahara,17.5,-4.25,WesternSahara_lat17p50_lon-04p25,500.0,532.0,256.2,0.331,0.444,True,high,6.4,16,125@261(p1.00);354@254(p0.15);532@256(p0.33);598@259(p0.42);799@244(p0.36);951@259(p0.30);1132@264(p0.65);1514@241(p0.30);2145@261(p0.76);2706@224(p0.86);3414@91(p1.00);3835@254(p1.00);4307@129(p1.00);5434@181(p1.00);6855@181(p1.00);8648@109(p1.00)
WesternSahara,17.75,-13.75,WesternSahara_lat17p75_lon-13p75,1200.0,1132.2,241.2,1.0,1.0,True,high,5.7,17,41@181(p0.69);236@106(p0.44);375@191(p0.34);474@266(p0.49);633@94(p0.57);754@129(p0.25);1132@241(p1.00);1428@201(p0.31);1910@184(p0.83);2409@171(p0.61);2706@174(p0.90);3221@224(p0.25);3835@214(p1.00);4307@231(p1.00);5434@231(p1.00);6855@256(p1.00);8648@251(p1.00)
WesternSahara,17.75,-13.5,WesternSahara_lat17p75_lon-13p50,1400.0,1132.2,173.8,0.671,0.802,True,high,19.1,17,41@186(p0.38);210@206(p0.24);315@101(p0.28);375@176(p0.21);474@176(p0.51);671@181(p0.19);847@174(p0.73);1008@189(p0.40);1132@174(p0.67);1700@174(p1.00);2409@171(p0.87);3221@166(p0.39);3618@164(p0.90);4307@161(p1.00);5127@201(p1.00);6855@91(p1.00);9166@91(p1.00)
WesternSahara,17.75,-12.75,WesternSahara_lat17p75_lon-12p75,2000.0,1909.8,241.2,0.613,0.325,True,high,4.5,19,105@216(p0.30);125@214(p0.22);157@211(p0.18);198@211(p0.33);315@211(p0.44);398@101(p0.35);532@211(p0.49);633@229(p0.20);799@219(p0.97);1132@209(p0.50);1604@229(p0.45);1910@241(p0.61);2273@176(p0.24);2706@259(p0.37);3414@209(p0.92);4064@261(p1.00);5434@101(p1.00);6103@206(p1.00);7700@214(p1.00)
WesternSahara,17.75,-11.25,WesternSahara_lat17p75_lon-11p25,1900.0,1700.3,183.8,0.576,0.106,True,high,10.5,18,41@249(p0.41);198@251(p0.22);281@164(p0.30);354@156(p0.31);422@159(p0.24);532@156(p0.53);633@169(p0.30);711@159(p0.55);1068@169(p1.00);1514@151(p0.28);1700@184(p0.58);2553@159(p0.59);3618@159(p0.88);4064@241(p0.77);4565@151(p1.00);5127@159(p1.00);6103@154(p1.00);8648@161(p1.00)
WesternSahara,17.75,-11.0,WesternSahara_lat17p75_lon-11p00,1700.0,1802.0,161.2,1.0,1.0,True,high,6.0,15,41@246(p0.19);210@239(p0.17);447@164(p0.30);633@151(p0.63);754@156(p0.24);951@156(p0.41);1068@161(p0.65);1272@171(p0.36);1802@161(p1.00);3040@141(p0.36);3618@159(p0.56);4307@189(p0.67);5127@114(p1.00);6468@194(p1.00);8648@251(p1.00)
WesternSahara,17.75,-10.5,WesternSahara_lat17p75_lon-10p50,1200.0,1199.9,111.2,0.215,0.335,True,high,0.0,16,157@249(p1.00);236@249(p0.19);447@266(p0.17);598@109(p0.25);847@174(p0.47);1200@111(p0.22);1514@121(p0.80);1910@151(p0.34);2145@151(p0.47);2868@161(p0.78);3835@189(p0.93);4838@224(p1.00);6103@154(p1.00);6855@181(p1.00);7700@214(p1.00);8648@161(p1.00)
WesternSahara,17.75,-9.75,WesternSahara_lat17p75_lon-09p75,700.0,633.3,181.2,0.238,0.519,True,high,9.5,19,41@181(p0.16);298@181(p0.23);375@181(p0.32);447@181(p0.17);564@181(p0.25);633@181(p0.24);897@181(p0.45);1008@181(p0.45);1132@181(p1.00);2024@181(p0.27);2273@181(p1.00);2706@181(p1.00);3040@181(p0.48);3414@181(p0.48);3835@181(p1.00);4565@181(p1.00);5434@181(p1.00);6855@181(p1.00);8648@181(p1.00)
WesternSahara,17.75,-9.5,WesternSahara_lat17p75_lon-09p50,1700.0,1428.4,108.8,0.614,0.338,True,high,16.0,16,117@246(p1.00);474@134(p0.41);564@246(p0.19);671@244(p0.57);951@251(p0.32);1428@109(p0.61);2024@94(p0.50);2409@254(p0.88);2706@231(p0.88);3414@209(p0.85);3835@214(p0.91);4307@129(p0.40);5127@169(p1.00);6103@154(p1.00);6855@256(p1.00);8648@161(p1.00)
WesternSahara,17.75,-9.25,WesternSahara_lat17p75_lon-09p25,1200.0,1132.2,133.8,0.282,0.424,True,high,5.7,19,157@246(p1.00);315@246(p0.17);375@241(p0.39);474@249(p0.26);671@249(p0.44);799@246(p0.29);951@199(p0.24);1132@134(p0.28);1272@136(p0.66);1604@146(p0.63);2409@201(p0.59);3414@256(p0.87);3835@224(p0.60);4565@121(p0.84);5127@114(p1.00);6103@119(p1.00);6855@104(p1.00);7700@236(p1.00);8648@109(p1.00)
WesternSahara,17.75,-9.0,WesternSahara_lat17p75_lon-09p00,1300.0,1347.7,123.8,0.341,0.491,True,high,3.7,18,99@254(p1.00);250@229(p0.18);398@244(p0.26);502@251(p0.44);633@261(p0.36);754@256(p0.29);1008@251(p0.73);1132@251(p0.25);1348@124(p0.34);1802@164(p0.19);2409@254(p0.35);2868@251(p0.82);3835@261(p0.90);4565@261(p0.98);5434@181(p1.00);6103@241(p1.00);6855@91(p1.00);8648@181(p1.00)
WesternSahara,17.75,-8.75,WesternSahara_lat17p75_lon-08p75,400.0,334.3,253.8,0.221,0.785,True,high,16.4,19,93@249(p0.71);250@246(p0.30);334@254(p0.22);532@91(p0.32);598@251(p0.21);754@246(p0.19);897@264(p0.47);1008@196(p0.39);1132@254(p0.40);1604@249(p1.00);2024@256(p0.58);2273@261(p0.93);2706@264(p0.83);3414@256(p0.72);3835@99(p0.43);4565@91(p1.00);5127@246(p1.00);6855@91(p1.00);8648@251(p1.00)
WesternSahara,17.75,-8.5,WesternSahara_lat17p75_lon-08p50,1800.0,1909.8,256.2,0.292,0.531,True,high,6.1,19,148@249(p0.74);281@186(p0.24);334@236(p0.17);447@166(p0.30);502@246(p0.19);754@171(p0.32);951@236(p0.43);1200@256(p0.67);1604@254(p1.00);1910@256(p0.29);2409@154(p0.38);2706@224(p0.98);3414@264(p0.76);4307@231(p0.16);4838@224(p0.85);5434@91(p1.00);6103@154(p1.00);6855@256(p1.00);8648@109(p1.00)
WesternSahara,17.75,-8.25,WesternSahara_lat17p75_lon-08p25,1600.0,1428.4,118.8,0.247,0.621,True,high,10.7,18,99@249(p0.61);315@246(p0.19);474@91(p0.25);671@259(p0.38);897@251(p0.45);1132@246(p1.00);1272@246(p0.29);1428@119(p0.25);1910@244(p0.18);2409@144(p0.62);3040@241(p0.85);3618@246(p0.35);4307@199(p0.28);5127@246(p1.00);6103@241(p1.00);6855@256(p1.00);7700@146(p1.00);8648@251(p1.00)
WesternSahara,17.75,-5.5,WesternSahara_lat17p75_lon-05p50,30.0,39.0,243.8,0.844,0.976,False,low,29.9,17,39@244(p0.84);157@231(p0.26);210@234(p0.16);334@249(p0.19);447@241(p0.39);564@241(p0.42);799@251(p0.68);1272@241(p0.99);1514@254(p0.57);2145@246(p0.52);3040@109(p0.62);3618@114(p0.55);4064@241(p0.87);4565@171(p0.83);6103@154(p1.00);7700@236(p1.00);8648@251(p1.00)
WesternSahara,17.75,-4.5,WesternSahara_lat17p75_lon-04p50,600.0,633.3,258.8,0.188,0.258,True,high,5.6,15,125@259(p1.00);375@251(p0.48);447@246(p0.34);532@246(p0.16);633@259(p0.19);951@244(p0.32);1348@244(p0.54);1910@244(p0.57);2553@96(p0.87);2868@246(p0.37);3414@131(p0.89);4307@144(p1.00);5127@191(p1.00);6855@256(p1.00);8648@161(p1.00)
WesternSahara,17.75,-4.25,WesternSahara_lat17p75_lon-04p25,400.0,375.5,248.8,0.177,0.309,True,high,6.1,20,105@259(p1.00);250@249(p0.17);281@241(p0.26);315@254(p0.31);375@249(p0.18);598@259(p0.48);754@239(p0.21);847@244(p0.39);1132@251(p0.76);1272@256(p0.22);1428@249(p0.27);1700@134(p0.16);1910@256(p0.30);2273@91(p0.58);3040@256(p0.52);3414@256(p0.33);4565@181(p1.00);5434@181(p1.00);6855@104(p1.00);8648@251(p1.00)
WesternSahara,18.0,-13.0,WesternSahara_lat18p00_lon-13p00,300.0,280.8,91.2,0.256,0.227,True,high,6.4,14,281@91(p0.26);633@91(p0.25);1008@91(p0.42);1200@91(p0.43);1514@91(p1.00);2273@91(p0.98);2553@91(p1.00);3040@91(p0.77);3414@91(p1.00);4064@91(p1.00);4565@91(p1.00);5759@91(p1.00);6855@91(p1.00);9166@91(p1.00)
WesternSahara,18.0,-10.5,WesternSahara_lat18p00_lon-10p50,1600.0,1428.4,91.2,1.0,1.0,True,high,10.7,18,41@249(p0.18);99@254(p0.26);281@91(p0.20);502@91(p0.51);633@91(p0.28);754@91(p0.31);1008@91(p0.78);1132@91(p0.34);1428@91(p1.00);2024@91(p0.91);2553@91(p1.00);3040@91(p0.61);3414@91(p1.00);4064@91(p1.00);4565@91(p1.00);5434@91(p1.00);6855@91(p1.00);9166@91(p1.00)
WesternSahara,18.0,-8.75,WesternSahara_lat18p00_lon-08p75,1800.0,1802.0,91.2,0.28,0.972,True,high,0.1,21,125@91(p0.19);148@91(p0.16);166@91(p0.15);223@91(p0.18);354@91(p0.25);564@91(p0.33);711@91(p0.50);897@91(p0.31);1008@91(p0.44);1132@91(p0.48);1348@91(p1.00);1802@91(p0.28);2024@91(p0.99);2706@91(p1.00);3040@91(p1.00);3414@91(p1.00);4064@91(p1.00);4565@91(p1.00);5434@91(p1.00);6855@91(p1.00);9166@91(p1.00)
WesternSahara,18.0,-8.5,WesternSahara_lat18p00_lon-08p50,1500.0,1428.4,91.2,0.492,0.927,True,high,4.8,16,250@91(p0.27);375@91(p0.30);532@91(p0.57);847@91(p0.58);1132@91(p1.00);1428@91(p0.49);1700@91(p0.25);2145@91(p0.98);2706@91(p0.99);3040@91(p1.00);3414@91(p1.00);4064@91(p1.00);4565@91(p1.00);5434@91(p1.00);6855@91(p1.00);9166@91(p1.00)
WesternSahara,18.0,-8.25,WesternSahara_lat18p00_lon-08p25,1400.0,1428.4,91.2,1.0,1.0,True,high,2.0,17,474@91(p0.18);564@91(p0.30);633@91(p0.32);711@91(p0.23);799@91(p0.53);1008@91(p0.45);1132@91(p0.51);1428@91(p1.00);2024@91(p1.00);2553@91(p1.00);3040@91(p1.00);3414@91(p1.00);4064@91(p1.00);4565@91(p1.00);5434@91(p1.00);6855@91(p1.00);9166@91(p1.00)
WesternSahara,18.25,-14.5,WesternSahara_lat18p25_lon-14p50,1600.0,1271.7,228.8,0.905,1.0,True,high,20.5,18,59@201(p0.61);315@219(p0.23);375@209(p0.30);474@226(p0.34);564@219(p0.28);633@204(p0.32);711@239(p0.46);847@156(p0.35);1008@229(p0.53);1272@229(p0.91);2024@234(p0.71);2706@239(p0.36);3414@239(p0.61);3835@236(p1.00);4838@239(p1.00);5434@231(p1.00);6103@241(p1.00);7700@236(p1.00)
WesternSahara,18.25,-14.25,WesternSahara_lat18p25_lon-14p25,1300.0,1347.7,213.8,0.667,0.884,True,high,3.7,16,66@214(p0.61);250@231(p0.31);447@234(p0.18);671@226(p0.28);799@176(p0.56);897@109(p0.54);1132@231(p0.96);1348@214(p0.67);1700@256(p0.64);2409@239(p0.39);3040@241(p0.57);3835@254(p1.00);4838@201(p1.00);5434@181(p1.00);6103@206(p1.00);7700@236(p1.00)
WesternSahara,18.25,-13.75,WesternSahara_lat18p25_lon-13p75,1800.0,1513.8,128.8,0.696,0.325,True,high,15.9,15,49@216(p0.85);148@196(p0.28);198@181(p0.17);474@236(p0.49);754@204(p0.44);951@216(p0.72);1272@194(p0.45);1514@129(p0.70);2553@101(p0.84);3414@256(p0.26);3835@236(p1.00);4838@224(p1.00);5434@231(p1.00);6468@194(p1.00);7700@236(p1.00)
WesternSahara,18.25,-13.5,WesternSahara_lat18p25_lon-13p50,1400.0,1428.4,206.2,0.666,0.477,True,high,2.0,15,132@209(p0.16);187@199(p1.00);447@94(p0.29);754@241(p0.62);951@206(p0.50);1428@206(p0.67);1802@206(p0.47);2024@239(p0.57);2553@164(p0.68);2868@246(p0.35);3221@214(p0.47);5434@231(p1.00);6103@206(p1.00);7700@211(p1.00);8648@199(p1.00)
WesternSahara,18.25,-13.25,WesternSahara_lat18p25_lon-13p25,1600.0,1513.8,183.8,0.279,0.656,True,high,5.4,17,250@234(p0.58);354@204(p0.26);633@199(p0.48);754@159(p0.34);1132@216(p1.00);1514@184(p0.28);1700@151(p0.55);2024@211(p0.46);2409@106(p0.71);2868@251(p0.82);3835@254(p0.87);4307@231(p0.96);4838@121(p1.00);5434@101(p0.49);6103@241(p1.00);7700@214(p1.00);8648@251(p1.00)
WesternSahara,18.25,-12.5,WesternSahara_lat18p25_lon-12p50,400.0,375.5,196.2,0.488,0.226,True,high,6.1,17,117@219(p0.16);198@179(p0.23);281@164(p0.31);375@196(p0.49);671@181(p0.58);1132@171(p0.94);1348@124(p0.40);1910@181(p1.00);2273@139(p1.00);2706@209(p0.97);3040@96(p1.00);3414@181(p1.00);3835@146(p1.00);4307@144(p1.00);5434@144(p1.00);6855@256(p1.00);9166@181(p1.00)
WesternSahara,18.25,-10.5,WesternSahara_lat18p25_lon-10p50,1500.0,1428.4,266.2,1.0,1.0,True,high,4.8,20,223@221(p0.29);265@254(p0.23);398@254(p0.35);447@251(p0.18);532@239(p0.34);633@209(p0.20);711@94(p0.29);799@151(p0.41);1008@91(p0.37);1132@181(p0.62);1428@266(p1.00);1604@91(p0.30);1910@91(p0.92);2553@124(p1.00);3414@229(p1.00);4064@241(p1.00);4565@261(p1.00);5434@259(p1.00);6855@256(p1.00);9166@91(p1.00)
WesternSahara,18.25,-9.75,WesternSahara_lat18p25_lon-09p75,500.0,447.0,181.2,0.165,0.274,True,high,10.6,18,166@181(p0.20);187@181(p0.15);354@181(p0.31);447@181(p0.17);564@181(p0.25);633@181(p0.26);897@181(p0.44);1008@181(p0.43);1132@181(p1.00);1910@181(p0.32);2409@181(p0.65);2706@181(p1.00);3414@181(p1.00);3835@181(p1.00);4307@181(p1.00);5434@181(p1.00);6468@181(p1.00);8648@181(p1.00)
WesternSahara,18.25,-9.5,WesternSahara_lat18p25_lon-09p50,700.0,711.4,156.2,0.443,0.206,True,high,1.6,16,111@249(p1.00);223@251(p0.22);354@249(p0.16);474@134(p0.17);711@156(p0.44);951@241(p0.22);1068@259(p0.68);1604@94(p0.22);1910@256(p0.78);2409@136(p0.57);2706@254(p0.95);3414@256(p0.94);5127@169(p1.00);6103@241(p1.00);6855@256(p1.00);8648@251(p1.00)
WesternSahara,18.25,-9.25,WesternSahara_lat18p25_lon-09p25,700.0,671.2,148.8,0.224,0.302,True,high,4.1,18,117@251(p1.00);354@244(p0.21);447@129(p0.62);564@256(p0.43);671@149(p0.22);1068@241(p0.35);1272@244(p0.70);2145@246(p0.69);2409@249(p0.69);2868@251(p0.26);3221@249(p0.26);3835@254(p0.65);4307@251(p0.69);5127@246(p1.00);6103@119(p1.00);6855@104(p1.00);7700@124(p1.00);8648@251(p1.00)
WesternSahara,18.25,-9.0,WesternSahara_lat18p25_lon-09p00,500.0,502.0,181.2,0.434,0.92,True,high,0.4,19,176@249(p0.44);422@249(p0.40);502@181(p0.43);633@181(p1.00);754@181(p0.31);897@181(p0.18);1068@181(p0.49);1272@181(p0.40);1514@181(p0.67);1802@181(p0.97);2024@181(p0.27);2409@181(p1.00);2868@181(p0.99);3221@181(p1.00);3835@181(p1.00);4307@181(p1.00);5434@181(p1.00);6468@181(p1.00);8648@181(p1.00)
WesternSahara,18.25,-8.75,WesternSahara_lat18p25_lon-08p75,1300.0,1347.7,186.2,0.659,0.809,True,high,3.7,15,198@201(p0.21);315@181(p0.50);398@234(p0.40);502@179(p0.26);633@186(p0.20);711@209(p0.19);897@236(p0.18);1348@186(p0.66);1700@199(p0.44);2145@246(p1.00);2868@219(p0.51);3414@209(p1.00);4064@206(p0.92);6103@206(p1.00);8648@251(p1.00)
WesternSahara,18.25,-8.5,WesternSahara_lat18p25_lon-08p50,1600.0,1604.3,143.8,0.218,0.232,True,high,0.3,20,117@244(p1.00);265@234(p0.25);334@259(p0.31);398@236(p0.22);474@96(p0.15);532@246(p0.50);847@249(p0.75);1068@161(p0.22);1200@234(p0.29);1604@144(p0.22);2024@146(p0.79);2409@241(p0.54);2868@141(p0.54);3414@104(p0.37);3835@254(p0.81);5127@246(p1.00);6103@241(p1.00);6855@256(p1.00);7700@124(p1.00);8648@181(p1.00)
WesternSahara,18.25,-8.25,WesternSahara_lat18p25_lon-08p25,1700.0,1909.8,248.8,0.673,0.419,True,high,12.3,22,83@251(p1.00);210@246(p0.30);281@234(p0.16);334@244(p0.41);474@251(p0.22);564@246(p0.32);711@249(p0.53);799@251(p0.36);897@239(p0.44);1068@261(p0.59);1200@249(p0.24);1428@91(p0.84);1910@249(p0.67);2409@254(p0.82);2706@264(p0.22);3040@264(p0.63);3414@256(p0.71);4307@251(p0.47);4838@239(p1.00);6103@119(p1.00);6855@256(p1.00);8648@251(p1.00)
WesternSahara,18.25,-6.5,WesternSahara_lat18p25_lon-06p50,600.0,633.3,243.8,0.404,0.389,True,high,5.6,18,93@224(p0.95);223@234(p0.19);298@241(p0.23);447@254(p0.45);502@264(p0.16);633@244(p0.40);1132@251(p0.29);1514@219(p0.38);1700@256(p0.21);2024@241(p0.63);2273@171(p0.31);2706@144(p0.33);3040@154(p0.63);3835@146(p0.55);4838@224(p1.00);5434@181(p1.00);6103@154(p1.00);7700@146(p1.00)
WesternSahara,18.25,-6.25,WesternSahara_lat18p25_lon-06p25,500.0,421.7,251.2,0.52,0.46,True,high,15.7,19,88@244(p1.00);375@239(p0.27);422@251(p0.52);633@234(p0.50);799@251(p0.23);1068@91(p0.47);1200@91(p0.34);1514@241(p0.76);1910@254(p0.61);2409@249(p0.45);2868@114(p0.56);3221@194(p0.50);3618@246(p0.67);4064@261(p0.60);4838@121(p1.00);5434@169(p0.74);6103@119(p1.00);7700@214(p1.00);8648@109(p1.00)
WesternSahara,18.25,-5.75,WesternSahara_lat18p25_lon-05p75,800.0,711.4,238.8,0.475,0.41,True,high,11.1,17,105@244(p1.00);265@249(p0.21);447@239(p0.27);711@239(p0.48);897@241(p0.27);1008@251(p0.29);1272@241(p0.54);1700@251(p0.77);2024@169(p0.50);2706@129(p0.16);3040@264(p0.56);3618@91(p0.58);4064@154(p0.76);5434@169(p0.98);6103@154(p1.00);7700@146(p1.00);8648@161(p1.00)
WesternSahara,18.25,-5.5,WesternSahara_lat18p25_lon-05p50,700.0,799.0,248.8,0.774,0.281,True,high,14.1,18,78@231(p1.00);236@246(p0.17);281@231(p0.27);354@246(p0.32);422@229(p0.21);598@234(p0.39);799@249(p0.77);951@229(p0.53);1132@261(p0.35);1428@231(p0.72);2409@231(p0.68);3040@154(p0.20);3835@214(p0.79);4307@216(p0.89);5127@246(p0.60);6103@154(p1.00);7700@146(p1.00);8648@161(p1.00)
WesternSahara,18.25,-5.0,WesternSahara_lat18p25_lon-05p00,800.0,711.4,248.8,0.525,0.301,True,high,11.1,20,93@249(p1.00);375@251(p0.21);447@254(p0.36);564@249(p0.28);711@249(p0.52);897@239(p0.47);1272@241(p0.67);1428@191(p0.25);1700@101(p0.51);2024@251(p0.79);2409@194(p0.22);2868@114(p0.55);3221@194(p0.85);3835@189(p0.91);4307@189(p0.95);4838@239(p1.00);5434@181(p0.36);6103@206(p1.00);7700@214(p1.00);8648@199(p1.00)
WesternSahara,18.25,-4.5,WesternSahara_lat18p25_lon-04p50,800.0,846.8,243.8,0.428,0.375,True,high,5.8,17,99@249(p1.00);447@251(p0.36);564@249(p0.28);633@249(p0.60);711@246(p0.42);847@244(p0.43);1068@256(p0.55);1428@91(p0.70);1802@251(p0.75);2409@111(p0.28);2706@254(p0.92);3040@104(p0.30);4307@189(p0.42);4838@239(p1.00);6103@241(p1.00);6855@181(p1.00);8648@161(p1.00)
WesternSahara,18.5,-14.5,WesternSahara_lat18p50_lon-14p50,900.0,897.4,226.2,0.617,0.971,True,high,0.3,17,55@206(p0.54);148@239(p0.19);265@226(p0.30);354@221(p0.27);398@244(p0.18);633@239(p0.19);897@226(p0.62);1008@266(p0.16);1272@231(p0.26);1604@236(p0.87);2409@239(p0.59);3414@239(p0.84);3835@236(p1.00);4838@136(p1.00);5434@259(p1.00);6103@241(p1.00);7700@236(p1.00)
WesternSahara,18.5,-14.25,WesternSahara_lat18p50_lon-14p25,1000.0,1068.3,226.2,0.446,0.96,True,high,6.8,22,55@221(p0.67);198@234(p0.17);236@231(p0.19);281@229(p0.33);375@231(p0.16);447@231(p0.30);502@216(p0.17);598@226(p0.59);897@229(p0.92);1068@226(p0.45);1348@171(p0.47);1700@151(p0.46);2145@199(p0.85);2409@206(p0.74);2706@231(p0.22);3221@224(p0.98);3835@236(p1.00);4307@251(p1.00);4838@239(p1.00);5434@259(p1.00);6468@136(p1.00);7700@236(p1.00)
WesternSahara,18.5,-13.75,WesternSahara_lat18p50_lon-13p75,1400.0,1347.7,218.8,0.522,0.541,True,high,3.7,16,176@244(p0.30);398@241(p0.35);474@246(p0.56);633@186(p0.21);847@244(p1.00);1068@199(p0.21);1348@219(p0.52);2553@196(p0.28);2868@219(p0.53);3414@151(p0.41);4307@189(p0.48);5127@246(p1.00);6103@119(p1.00);6855@91(p1.00);7700@149(p1.00);8648@181(p1.00)
WesternSahara,18.5,-13.5,WesternSahara_lat18p50_lon-13p50,1600.0,1513.8,231.2,0.897,1.0,True,high,5.4,19,52@231(p0.18);140@221(p0.80);210@231(p0.17);250@219(p0.30);315@221(p0.19);447@229(p0.49);633@261(p0.35);754@119(p0.21);897@139(p0.22);1068@116(p0.36);1514@231(p0.90);2024@176(p0.82);2409@176(p0.62);2706@156(p0.71);4064@241(p1.00);4838@201(p1.00);5434@129(p1.00);6468@224(p1.00);7700@236(p1.00)
